state,slug,title,type,rating,minPrice
Karnataka,brahmeshvara-temple-kikkeri,"Brahmeshvara Temple, Kikkeri",spiritual,4.4,900
Karnataka,rameshvara-temple-koodli,"Rameshvara Temple, Koodli",spiritual,4.6,900
Karnataka,saumyakeshava-temple-nagamangala,"Saumyakeshava Temple, Nagamangala",spiritual,4.5,900
Karnataka,kumara-swamy-devasthana-bangalore,"Kumara Swamy Devasthana, Bangalore",spiritual,4.4,900
Karnataka,lakshminarasimha-temple-vignasante,"Lakshminarasimha Temple, Vignasante",spiritual,4.5,900
Karnataka,veeranarayana-temple-gadag,"Veeranarayana Temple, Gadag",spiritual,4.8,900
Karnataka,arakeshwara-temple-haleyedatore,"Arakeshwara Temple, Haleyedatore",spiritual,4.4,900
Karnataka,yellamma-temple-saundatti,"Yellamma Temple, Saundatti",spiritual,4.5,900
Karnataka,karinjeshwara-temple,"Karinjeshwara Temple",spiritual,4.7,900
Karnataka,huligina-maradi-temple,"Huligina Maradi Temple",spiritual,4.8,900
Karnataka,bhimeshvara-temple-nilagunda,"Bhimeshvara Temple, Nilagunda",spiritual,4.7,900
Karnataka,bucesvara-temple-koravangala,"Bucesvara Temple, Koravangala",spiritual,4.6,900
Karnataka,polali-rajarajeshwari-temple,"Polali Rajarajeshwari Temple",spiritual,4.7,900
Karnataka,yoga-madhava-temple-settikere,"Yoga Madhava Temple, Settikere",spiritual,4.2,900
Karnataka,cheluvanarayana-swamy-temple,"Cheluvanarayana Swamy Temple",spiritual,4.3,900
Karnataka,ganesha-temple-idagunji,"Ganesha Temple, Idagunji",spiritual,4.2,900
Karnataka,navagraha-jain-temple,"Navagraha Jain Temple",spiritual,4.8,900
Karnataka,kanakagiri-jain-shri-kshetra,"Kanakagiri Jain Shri kshetra",spiritual,4.4,900
Karnataka,kudremukh-national-park,"Kudremukh National Park",wildlife,4.2,2500
Karnataka,shettihalli-wildlife-sanctuary,"Shettihalli Wildlife Sanctuary",wildlife,4.2,2500
Karnataka,thimlapura-wildlife-sanctuary,"Thimlapura Wildlife Sanctuary",wildlife,4.7,2500
Karnataka,chelavara-falls,"Chelavara Falls",heritage,4.2,900
Karnataka,bhimgad-fort,"Bhimgad Fort",heritage,4.8,900
Karnataka,sri-anjaneya-swamy-temple-shamanur,"Sri Anjaneya Swamy Temple, Shamanur",spiritual,4.4,900
Karnataka,sri-mailar-mallanna,"Sri Mailar Mallanna",spiritual,4.7,900
Karnataka,veerbhadra-temple,"Veerbhadra Temple",spiritual,4.8,900
Karnataka,st-paul-s-church-mangalore,"St. Paul's Church, Mangalore",spiritual,4.6,900
Karnataka,william-arthur-memorial-church-gubbi,"William Arthur Memorial Church, Gubbi",spiritual,4.8,900
Karnataka,navalinga-temple,"Navalinga Temple",spiritual,4.1,900
Karnataka,group-of-temples-at-magadi-karnataka,"Group of temples at Magadi, Karnataka",spiritual,4.4,900
Karnataka,chaturmukha-basadi-gerusoppa,"Chaturmukha Basadi, Gerusoppa",spiritual,4.8,900
Karnataka,guru-narasimha-temple,"Guru Narasimha Temple",spiritual,4.1,900
Karnataka,chennakeshava-temple-hullekere,"Chennakeshava Temple, Hullekere",spiritual,4.6,900
Karnataka,sri-jnanakshi-rajarajeshwari-temple,"Sri Jnanakshi Rajarajeshwari Temple",spiritual,4.2,900
Karnataka,shri-kalika-devi-temple,"Shri Kalika Devi Temple",spiritual,4.3,900
Karnataka,madhukesvara-temple,"Madhukesvara temple",spiritual,4.2,900
Karnataka,yoganarasimha,"Yoganarasimha",spiritual,4.8,900
Karnataka,devaragundi,"Devaragundi",heritage,4.4,900
Karnataka,gudekote-wildlife-sanctuary,"Gudekote Wildlife Sanctuary",wildlife,4.6,2500
Karnataka,tungabhadra-otter-conservation-reserve,"Tungabhadra Otter Conservation Reserve",heritage,4.7,900
Karnataka,bukkapatna-chinkara-wildlife-sanctuary,"Bukkapatna Chinkara Wildlife Sanctuary",wildlife,4.5,2500
Karnataka,yadahalli-chinkara-wildlife-sanctuary,"Yadahalli Chinkara Wildlife Sanctuary",wildlife,4.7,2500
Karnataka,chincholi-wildlife-sanctuary,"Chincholi Wildlife Sanctuary",wildlife,4.5,2500
Karnataka,parashurama-theme-park-karkala,"Parashurama Theme Park, Karkala",heritage,4.1,900
Karnataka,padubidri-beach,"Padubidri Beach",beach,4.5,1200
Karnataka,yadgir-fort,"Yadgir Fort",heritage,4.7,900
Karnataka,dharmesvara-temple,"Dharmesvara Temple",spiritual,4.1,900
Karnataka,someshwara-temple-marathahalli,"Someshwara Temple, Marathahalli",spiritual,4.2,900
Karnataka,most-holy-redeemer-church-belthangady,"Most Holy Redeemer Church, Belthangady",spiritual,4.1,900
Karnataka,st-patrick-church-siddakatte,"St. Patrick Church, Siddakatte",spiritual,4.4,900
Karnataka,st-mary-s-orthodox-valiyapally,"St. Mary's Orthodox Valiyapally",spiritual,4.2,900
Karnataka,jwalamalini-temple,"Jwalamalini temple",spiritual,4.4,900
Karnataka,kere-basadi,"Kere Basadi",spiritual,4.6,900
Karnataka,humcha-jain-temples,"Humcha Jain temples",spiritual,4.1,900
Karnataka,moole-shankareshvara-temple-turuvekere,"Moole Shankareshvara Temple, Turuvekere",spiritual,4.4,900
Karnataka,sri-ananda-lingeshwara-temple,"Sri Ananda Lingeshwara Temple",spiritual,4.5,900
Karnataka,ranganathaswamy-temple-nirthadi,"Ranganathaswamy Temple, Nirthadi",spiritual,4.2,900
Karnataka,tarakeshwara-temple-hangal,"Tarakeshwara Temple, Hangal",spiritual,4.7,900
Karnataka,puttur-shree-mahalingeshwara-temple,"Puttur Shree Mahalingeshwara Temple",spiritual,4.6,900
Karnataka,shree-brahma-baidarkala-garadi-kshetra,"Shree Brahma Baidarkala Garadi Kshetra",spiritual,4.7,900
Karnataka,manyamkonda,"Manyamkonda",spiritual,4.5,900
Karnataka,lakshmeshwara-jain-temples,"Lakshmeshwara Jain temples",spiritual,4.5,900
Karnataka,kuruvathi-basaveshwara-temple,"Kuruvathi Basaveshwara temple",spiritual,4.7,900
Karnataka,arabithittu-wildlife-sanctuary,"Arabithittu Wildlife Sanctuary",wildlife,4.4,2500
Karnataka,nugu-wildlife-sanctuary,"Nugu Wildlife Sanctuary",wildlife,4.2,2500
Karnataka,kappatagudda-wildlife-sanctuary,"Kappatagudda Wildlife Sanctuary",wildlife,4.6,2500
Karnataka,adichunchanagiri-peacock-wildlife-sanctuary,"Adichunchanagiri Peacock Wildlife Sanctuary",wildlife,4.3,2500
Karnataka,malai-mahadeshwara-wildlife-sanctuary,"Malai Mahadeshwara Wildlife Sanctuary",wildlife,4.1,2500
Karnataka,ghataprabha-wildlife-sanctuary,"Ghataprabha Wildlife Sanctuary",wildlife,4.3,2500
Karnataka,melkote-temple-wildlife-sanctuary,"Melkote Temple Wildlife Sanctuary",wildlife,4.4,2500
Karnataka,rangayyanadurga-four-horned-antelope-wildlife-sanctuary,"Rangayyanadurga Four–horned antelope Wildlife Sanctuary",wildlife,4.7,2500
Karnataka,ramadevarabetta-vulture-sanctuary,"Ramadevarabetta Vulture Sanctuary",wildlife,4.3,2500
Karnataka,jogimatti-wildlife-sanctuary,"Jogimatti Wildlife Sanctuary",wildlife,4.7,2500
Karnataka,dandeli-national-park,"Dandeli National Park",wildlife,4.4,2500
Karnataka,shri-katyayani-baneshwar-temple-aversa,"Shri Katyayani Baneshwar Temple, Aversa",spiritual,4.6,900
Karnataka,kote-anjaneya,"Kote Anjaneya",spiritual,4.6,900
Karnataka,our-lady-of-lourdes-church-kanajar,"Our Lady of Lourdes Church, Kanajar",spiritual,4.1,900
Karnataka,church-of-sacred-heart-of-jesus-madanthyar,"Church Of Sacred Heart Of Jesus, Madanthyar",spiritual,4.5,900
Karnataka,st-antony-church-ujire,"St. Antony Church, Ujire",spiritual,4.6,900
Karnataka,st-joseph-church-belman,"St. Joseph Church, Belman",spiritual,4.5,900
Karnataka,st-vincent-de-paul-church-katapady,"St Vincent De Paul Church, Katapady",spiritual,4.1,900
Karnataka,shri-guru-kottureshwara-temple,"Shri Guru Kottureshwara Temple",spiritual,4.3,900
Karnataka,sri-parashakthi-kshetra,"Sri Parashakthi Kshetra",spiritual,4.2,900
Karnataka,dodda-basaveshwara-temple,"Dodda Basaveshwara Temple",spiritual,4.2,900
Karnataka,st-michael-s-and-all-angels-church-oorgaum-kgf,"St. Michael's and All Angels' Church, Oorgaum, KGF",spiritual,4.5,900
Kerala,munnar,"Munnar",hill_station,4.6,600
Kerala,varkala,"Varkala",beach,4.5,500
Kerala,wayanad,"Wayanad",hill_station,4.5,1200
Kerala,alleppey,"Alleppey",beach,4.6,1500
Kerala,kochi,"Kochi",heritage,4.5,1200
Kerala,thekkady,"Thekkady",wildlife,4.5,1500
Kerala,kovalam,"Kovalam",beach,4.4,1200
Kerala,kumarakom,"Kumarakom",beach,4.5,1800
Kerala,sabarimala-temple-complex,"Sabarimala temple complex",spiritual,4.7,900
Kerala,padmanabhaswamy-temple,"Padmanabhaswamy Temple",spiritual,4.7,900
Kerala,eravikulam-national-park,"Eravikulam National Park",wildlife,4.7,2500
Kerala,athirappilly-falls,"Athirappilly Falls",heritage,4.5,900
Kerala,palaruvi-falls,"Palaruvi Falls",heritage,4.3,900
Kerala,guruvayur-temple,"Guruvayur Temple",spiritual,4.8,900
Kerala,santa-cruz-basilica,"Santa Cruz Basilica",heritage,4.3,900
Kerala,vazhappally-maha-siva-temple,"Vazhappally Maha Siva Temple",spiritual,4.5,900
Kerala,st-angelo-fort,"St. Angelo Fort",heritage,4.4,900
Kerala,kappad,"Kappad",beach,4.1,1200
Kerala,mathikettan-shola-national-park,"Mathikettan Shola National Park",wildlife,4.6,2500
Kerala,vadakkunnathan-temple-thrissur,"Vadakkunnathan Temple, Thrissur",spiritual,4.2,900
Kerala,ananthapura-lake-temple,"Ananthapura Lake Temple",spiritual,4.2,900
Kerala,thusharagiri-falls,"Thusharagiri Falls",heritage,4.3,900
Kerala,soochipara-falls,"Soochipara Falls",heritage,4.5,900
Kerala,bekal-fort,"Bekal Fort",heritage,4.6,900
Kerala,pallipuram-fort,"Pallipuram Fort",heritage,4.6,900
Kerala,peppara-wildlife-sanctuary,"Peppara Wildlife Sanctuary",wildlife,4.4,2500
Kerala,parambikulam-tiger-reserve,"Parambikulam Tiger Reserve",wildlife,4.6,2500
Kerala,st-mary-s-syro-malabar-catholic-cathedral-basilica,"St. Mary's Syro-Malabar Catholic Cathedral Basilica",heritage,4.5,900
Kerala,chinnar-wildlife-sanctuary,"Chinnar Wildlife Sanctuary",wildlife,4.2,2500
Kerala,vazhachal-falls,"Vazhachal Falls",heritage,4.2,900
Kerala,cheeyappara-waterfalls,"Cheeyappara Waterfalls",heritage,4.3,900
Kerala,muzhappilangad-beach,"Muzhappilangad Beach",beach,4.5,1200
Kerala,palakkad-fort,"Palakkad Fort",heritage,4.6,900
Kerala,chottanikkara-temple,"Chottanikkara Temple",spiritual,4.4,900
Kerala,vaikom-temple,"Vaikom Temple",spiritual,4.6,900
Kerala,aluva-mahadeva-temple,"Aluva Mahadeva Temple",spiritual,4.7,900
Kerala,ambalappuzha-sri-krishna-temple,"Ambalappuzha Sri Krishna Temple",spiritual,4.4,900
Kerala,tirunavaya-temple,"Tirunavaya Temple",spiritual,4.4,900
Kerala,st-mary-s-cathedral-pattom-trivandrum,"St. Mary's Cathedral, Pattom, Trivandrum",heritage,4.3,900
Kerala,neyyar-wildlife-sanctuary,"Neyyar Wildlife Sanctuary",wildlife,4.3,2500
Kerala,aralam-wildlife-sanctuary,"Aralam Wildlife Sanctuary",wildlife,4.8,2500
Kerala,kollam-beach,"Kollam Beach",beach,4.8,1200
Kerala,cranganore-fort,"Cranganore Fort",heritage,4.5,900
Kerala,hosdurg-fort,"Hosdurg Fort",heritage,4.2,900
Kerala,madhur-temple,"Madhur Temple",spiritual,4.4,900
Kerala,abaya-pradhan-temple,"Abaya Pradhan Temple",spiritual,4.1,900
Kerala,valiya-koonambaikulam-temple,"Valiya Koonambaikulam temple",spiritual,4.6,900
Kerala,sreevallabha-temple-thiruvalla,"Sreevallabha Temple, Thiruvalla",spiritual,4.6,900
Kerala,amaramkavu,"Amaramkavu",spiritual,4.5,900
Kerala,aranmula-parthasarathy-temple,"Aranmula Parthasarathy Temple",spiritual,4.2,900
Kerala,arattupuzha-temple,"Arattupuzha Temple",spiritual,4.5,900
Kerala,kaviyoor-mahadeva-temple-kerala,"Kaviyoor Mahadeva Temple, Kerala",spiritual,4.3,900
Kerala,muthappan-temple,"Muthappan Temple",spiritual,4.5,900
Kerala,st-andrew-s-basilica-arthunkal,"St. Andrew's Basilica, Arthunkal",spiritual,4.7,900
Kerala,st-thomas-cathedral-pala,"St. Thomas Cathedral, Pala",heritage,4.1,900
Kerala,chimmini-wildlife-sanctuary,"Chimmini Wildlife Sanctuary",wildlife,4.5,2500
Kerala,pathampuzha,"Pathampuzha",heritage,4.1,900
Kerala,aruvikkuzhy-falls,"Aruvikkuzhy Falls",heritage,4.7,900
Kerala,shankumugham-beach,"Shankumugham Beach",beach,4.4,1200
Kerala,tellicherry-fort,"Tellicherry Fort",heritage,4.7,900
Kerala,anchuthengu-fort,"Anchuthengu Fort",heritage,4.4,900
Kerala,thrikkakara-temple,"Thrikkakara Temple",spiritual,4.5,900
Kerala,panachikkadu-temple,"Panachikkadu Temple",spiritual,4.5,900
Kerala,sree-poornathrayeesa-temple,"Sree Poornathrayeesa Temple",spiritual,4.4,900
Kerala,thali-mahadeva-temple-kozhikode,"Thali Mahadeva temple, Kozhikode",spiritual,4.5,900
Kerala,puramundekkadu-shri-mahadeva-temple,"Puramundekkadu Shri Mahadeva Temple",spiritual,4.3,900
Kerala,perumparampu-sri-mahadeva-temple,"Perumparampu Sri Mahadeva Temple",spiritual,4.2,900
Kerala,puttingal-temple,"Puttingal Temple",spiritual,4.5,900
Kerala,kottukal-cave-temple,"Kottukal cave temple",spiritual,4.2,900
Kerala,thiruvallam-parasurama-temple,"Thiruvallam Parasurama Temple",spiritual,4.3,900
Kerala,trichambaram-temple,"Trichambaram Temple",spiritual,4.5,900
Kerala,vellayani-devi-temple,"Vellayani Devi Temple",spiritual,4.7,900
Kerala,vilwadrinatha-temple,"Vilwadrinatha Temple",spiritual,4.5,900
Kerala,amaravila-rameswaram-sri-mahadeva-temple,"Amaravila Rameswaram Sri Mahadeva Temple",spiritual,4.6,900
Kerala,ashtamangalam-siva-temple,"Ashtamangalam Siva Temple",spiritual,4.4,900
Kerala,mannarasala-temple,"Mannarasala Temple",spiritual,4.3,900
Kerala,koodalmanikyam-temple,"Koodalmanikyam Temple",spiritual,4.8,900
Kerala,madayi-kavu,"Madayi Kavu",spiritual,4.5,900
Kerala,kandiyoor-sree-mahadeva-temple,"Kandiyoor Sree Mahadeva Temple",spiritual,4.5,900
Kerala,manakkattu-devi-temple,"Manakkattu devi temple",spiritual,4.5,900
Kerala,puliyur-mahavishnu-temple,"Puliyur Mahavishnu Temple",spiritual,4.3,900
Kerala,ramapuram-alappuzha,"Ramapuram, Alappuzha",spiritual,4.4,900
Kerala,thrichittatt-maha-vishnu-temple,"Thrichittatt Maha Vishnu Temple",spiritual,4.6,900
Kerala,mangala-devi-temple,"Mangala Devi Temple",spiritual,4.1,900
Kerala,panniyur-sri-varahamoorthy-temple,"Panniyur Sri Varahamoorthy Temple",spiritual,4.4,900
Kerala,st-george-s-catholic-forane-church,"St. George's Catholic Forane Church",spiritual,4.4,900
Kerala,immaculate-heart-of-mary-cathedral,"Immaculate Heart of Mary Cathedral",heritage,4.3,900
Kerala,parumala-valiya-panayannarkavu-devi-temple,"Parumala Valiya Panayannarkavu Devi Temple",spiritual,4.4,900
Kerala,chulannur-peafowl-sanctuary,"Chulannur Peafowl Sanctuary",wildlife,4.6,2500
Kerala,thattekad-bird-sanctuary,"Thattekad Bird Sanctuary",wildlife,4.8,2500
Kerala,adyanpara-falls,"Adyanpara Falls",heritage,4.6,900
Kerala,perunthenaruvi-falls,"Perunthenaruvi Falls",heritage,4.7,900
Kerala,meenmutty-falls,"Meenmutty Falls",heritage,4.2,900
Kerala,marari-beach,"Marari Beach",beach,4.7,1200
Kerala,cherai-beach,"Cherai Beach",beach,4.4,1200
Kerala,alattiyur-hanuman-temple,"Alattiyur Hanuman Temple",spiritual,4.5,900
Kerala,dakshina-mookambika-temple-north-paravur,"Dakshina Mookambika Temple, North Paravur",spiritual,4.4,900
Kerala,ettumanoor-mahadevar-temple,"Ettumanoor Mahadevar Temple",spiritual,4.4,900
Kerala,iringol-kavu-temple,"Iringol Kavu Temple",spiritual,4.5,900
Kerala,kadampuzha-devi-temple,"Kadampuzha Devi Temple",spiritual,4.1,900
Kerala,kallil-temple,"Kallil Temple",spiritual,4.4,900
Kerala,cheranalloor-mahadeva-temple,"Cheranalloor Mahadeva Temple",spiritual,4.3,900
Kerala,chowara-chidambaraswamy-temple,"Chowara Chidambaraswamy Temple",spiritual,4.4,900
Kerala,thrikodithanam-mahavishnu-temple,"Thrikodithanam Mahavishnu Temple",spiritual,4.8,900
Kerala,pazhoor-perumthrikkovil,"Pazhoor Perumthrikkovil",spiritual,4.4,900
Kerala,oachira-temple,"Oachira Temple",spiritual,4.3,900
Kerala,poruvazhy-peruviruthy-malanada-temple,"Poruvazhy Peruviruthy Malanada Temple",spiritual,4.1,900
Kerala,thirunelli-temple,"Thirunelli Temple",spiritual,4.5,900
Kerala,vayalil-thrikkovil-mahavishnu-temple,"Vayalil Thrikkovil Mahavishnu Temple",spiritual,4.2,900
Kerala,padanilam-parabrahma-temple,"Padanilam Parabrahma Temple",spiritual,4.7,900
Kerala,kadachira-sri-thrikkapalam-siva-temple,"Kadachira Sri Thrikkapalam Siva Temple",spiritual,4.7,900
Kerala,kottiyoor-temple,"Kottiyoor Temple",spiritual,4.1,900
Kerala,morkulangara-devi-temple,"Morkulangara Devi Temple",spiritual,4.6,900
Kerala,velloor-perunthatta-siva-temple,"Velloor Perunthatta Siva Temple",spiritual,4.5,900
Kerala,adithyapuram-sun-temple,"Adithyapuram Sun Temple",spiritual,4.5,900
Kerala,kidangoor-subramanya-swamy-temple,"Kidangoor Subramanya Swamy Temple",spiritual,4.2,900
Kerala,shatrughna-temple,"Shatrughna Temple",spiritual,4.8,900
Kerala,kokkamangalam-st-thomas-church,"Kokkamangalam St. Thomas Church",spiritual,4.4,900
Kerala,uthralikavu-pooram,"Uthralikavu Pooram",spiritual,4.3,900
Kerala,palakkavu-bhagavathi-temple,"Palakkavu Bhagavathi temple",spiritual,4.6,900
Kerala,thriprayar-ramaswamy-temple,"Thriprayar Ramaswamy Temple",spiritual,4.7,900
Kerala,adat-shiva-temple,"Adat Shiva Temple",spiritual,4.6,900
Kerala,kodungallur-bhagavathy-temple,"Kodungallur Bhagavathy Temple",spiritual,4.6,900
Kerala,cheruvathur-mahadeva-temple,"Cheruvathur Mahadeva Temple",spiritual,4.4,900
Kerala,chowalloor-siva-temple,"Chowalloor Siva Temple",spiritual,4.5,900
Kerala,kondazhy-tritham-tali-siva-temple,"Kondazhy Tritham Tali Siva Temple",spiritual,4.6,900
Kerala,pananchery-mudikkode-shiva-temple,"Pananchery Mudikkode Shiva Temple",spiritual,4.7,900
Kerala,choorakkottukavu-bhagavathy-temple,"Choorakkottukavu Bhagavathy Temple",spiritual,4.5,900
Kerala,iranikulam-mahadeva-temple,"Iranikulam Mahadeva Temple",spiritual,4.7,900
Kerala,pallimanna-siva-temple,"Pallimanna Siva Temple",spiritual,4.3,900
Kerala,thrippalur-mahadeva-temple,"Thrippalur Mahadeva Temple",spiritual,4.3,900
Kerala,sree-indilayappan-temple,"Sree Indilayappan Temple",spiritual,4.5,900
Kerala,annamanada-mahadeva-temple,"Annamanada Mahadeva Temple",spiritual,4.6,900
Kerala,annapurneshwari-temple-cherukunnu,"Annapurneshwari Temple, Cherukunnu",spiritual,4.6,900
Kerala,chettikulangara-devi-temple,"Chettikulangara Devi Temple",spiritual,4.7,900
Kerala,cherthala-karthyayani-temple,"Cherthala Karthyayani Temple",spiritual,4.6,900
Kerala,kattil-madam-temple-chalapuram,"Kattil Madam Temple, Chalapuram",spiritual,4.2,900
Kerala,nalpathaneeswaram-sree-mahadeva-temple,"Nalpathaneeswaram Sree Mahadeva Temple",spiritual,4.3,900
Kerala,kanichukulangara-devi-temple,"Kanichukulangara Devi Temple",spiritual,4.1,900
Kerala,st-george-syro-malabar-catholic-basilica-angamaly,"St. George Syro-Malabar Catholic Basilica, Angamaly",spiritual,4.6,900
Kerala,valliyamkavu-devi-temple,"Valliyamkavu Devi Temple",spiritual,4.3,900
Kerala,pattupurackal-bhagavathy-temple,"Pattupurackal Bhagavathy Temple",spiritual,4.8,900
Kerala,saint-thomas-syro-malabar-catholic-church-malayattoor,"Saint Thomas Syro-Malabar Catholic Church, Malayattoor",spiritual,4.7,900
Kerala,pandalam-mahadeva-temple,"Pandalam Mahadeva Temple",spiritual,4.4,900
Kerala,rektha-kanda-swamy-temple,"Rektha Kanda Swamy Temple",spiritual,4.5,900
Kerala,thrikkavu-temple,"Thrikkavu Temple",spiritual,4.4,900
Kerala,tirumanthamkunnu-temple,"Tirumanthamkunnu Temple",spiritual,4.1,900
Kerala,vadakkan-koyikkal-devi-temple-puthiyavila,"Vadakkan Koyikkal Devi Temple Puthiyavila",spiritual,4.5,900
Kerala,jain-temple-kidanganad,"Jain Temple, Kidanganad",spiritual,4.1,900
Kerala,marth-mariyam-major-archiepiscopal-church,"Marth Mariyam Major Archiepiscopal Church",spiritual,4.8,900
Kerala,thirupalkadal-sreekrishnaswamy-temple,"Thirupalkadal Sreekrishnaswamy Temple",spiritual,4.7,900
Kerala,thirumoozhikkulam-lakshmana-perumal-temple,"Thirumoozhikkulam Lakshmana Perumal Temple",spiritual,4.5,900
Kerala,thiruvanvandoor-mahavishnu-temple,"Thiruvanvandoor Mahavishnu Temple",spiritual,4.7,900
Kerala,aazhimala-shiva-temple,"Aazhimala Shiva Temple",spiritual,4.6,900
Kerala,mulavana-mahadevar-temple,"Mulavana Mahadevar Temple",spiritual,4.4,900
Kerala,uravappara-temple,"Uravappara Temple",spiritual,4.4,900
Kerala,ramapuram-sree-rama-temple,"Ramapuram Sree Rama Temple",spiritual,4.7,900
Kerala,kottankulangara-devi-temple-chavara,"Kottankulangara Devi Temple, Chavara",spiritual,4.4,900
Kerala,karimpuzha-wildlife-sanctuary,"Karimpuzha Wildlife Sanctuary",wildlife,4.4,2500
Kerala,idukki-wildlife-sanctuary,"Idukki wildlife sanctuary",wildlife,4.4,2500
Kerala,thommankuthu,"Thommankuthu",heritage,4.3,900
Kerala,marmala-waterfall,"Marmala waterfall",heritage,4.3,900
Kerala,kumbhavurutty-waterfalls,"Kumbhavurutty Waterfalls",heritage,4.1,900
Kerala,aruvikkuzhi-waterfalls,"Aruvikkuzhi Waterfalls",heritage,4.3,900
Kerala,puthenthope-beach,"Puthenthope Beach",beach,4.3,1200
Kerala,puthiyakavu-devi-temple,"Puthiyakavu Devi Temple",spiritual,4.6,900
Kerala,lokanarkavu-temple,"Lokanarkavu Temple",spiritual,4.5,900
Kerala,pundareekapuram-temple,"Pundareekapuram Temple",spiritual,4.4,900
Kerala,thiruvaloor-mahadeva-temple,"Thiruvaloor Mahadeva temple",spiritual,4.4,900
Kerala,thaliyil-mahadeva-temple,"Thaliyil Mahadeva temple",spiritual,4.7,900
Kerala,nadapuram-iringannur-siva-temple,"Nadapuram Iringannur Siva Temple",spiritual,4.6,900
Kerala,tirunettur-mahadeva-temple,"Tirunettur Mahadeva Temple",spiritual,4.2,900
Kerala,mazhuvannur-maha-siva-kshethram,"Mazhuvannur Maha Siva Kshethram",spiritual,4.6,900
Kerala,valliyoorkkavu,"Valliyoorkkavu",spiritual,4.5,900
Kerala,varinjam-sree-subramanya-swamy-temple,"Varinjam Sree Subramanya Swamy Temple",spiritual,4.1,900
Kerala,thrikkadavoor-mahadeva-temple,"Thrikkadavoor Mahadeva Temple",spiritual,4.7,900
Kerala,trithala-maha-siva-temple,"Trithala Maha Siva Temple",spiritual,4.4,900
Kerala,chirakkadavu-sree-mahadeva-temple,"Chirakkadavu Sree Mahadeva Temple",spiritual,4.5,900
Kerala,kodikkunnu-bhagavathy-temple,"Kodikkunnu Bhagavathy Temple",spiritual,4.6,900
Kerala,udayamperoor-perumthrikkovil-temple,"Udayamperoor Perumthrikkovil Temple",spiritual,4.5,900
Kerala,kanjilassery-maha-siva-temple,"Kanjilassery Maha Siva Temple",spiritual,4.2,900
Kerala,erumely-sree-dharmasastha-temple,"Erumely Sree Dharmasastha Temple",spiritual,4.3,900
Kerala,puliyannoor-mahadeva-temple,"Puliyannoor Mahadeva Temple",spiritual,4.6,900
Kerala,thiru-nayathode-siva-narayana-temple,"Thiru Nayathode Siva Narayana Temple",spiritual,4.7,900
Kerala,kadakkal-devi-temple,"Kadakkal Devi Temple",spiritual,4.7,900
Kerala,kottarakkara-sree-mahaganapathi-kshethram,"Kottarakkara Sree Mahaganapathi Kshethram",spiritual,4.8,900
Kerala,vattal-kurishu-palli,"Vattal Kurishu Palli",spiritual,4.6,900
Kerala,st-peter-and-st-paul-s-church-kolenchery,"St. Peter and St. Paul's Church, Kolenchery",spiritual,4.2,900
Kerala,mahadeva-temple-kalanjoor,"Mahadeva Temple, Kalanjoor",spiritual,4.7,900
Kerala,trikkur-mahadeva-temple,"Trikkur Mahadeva Temple",spiritual,4.2,900
Kerala,muttichur-kallattupuzha-sri-maha-siva-temple,"Muttichur Kallattupuzha Sri Maha Siva Temple",spiritual,4.2,900
Kerala,thirumangalam-sree-maha-vishnu-siva-temple,"Thirumangalam Sree Maha Vishnu Siva Temple",spiritual,4.6,900
Kerala,mundayur-mahadeva-temple,"Mundayur Mahadeva Temple",spiritual,4.3,900
Kerala,sree-shivashakthi-mahaganapathi-temple,"Sree Shivashakthi Mahaganapathi temple",spiritual,4.8,900
Kerala,kainoor-shiva-temple,"Kainoor Shiva Temple",spiritual,4.3,900
Kerala,mahadeva-temple-avittathur,"Mahadeva Temple, Avittathur",spiritual,4.5,900
Kerala,thrikkunnathu-mahadeva-temple,"Thrikkunnathu Mahadeva Temple",spiritual,4.5,900
Kerala,chemmanthatta-mahadeva-temple,"Chemmanthatta Mahadeva Temple",spiritual,4.3,900
Kerala,kattakampal-temple,"Kattakampal Temple",spiritual,4.7,900
Kerala,panayur-palur-shiva-temple,"Panayur Palur Shiva Temple",spiritual,4.3,900
Kerala,thrikkariyoor-mahadeva-temple,"Thrikkariyoor Mahadeva Temple",spiritual,4.4,900
Kerala,anikkattilammakshethram,"Anikkattilammakshethram",spiritual,4.3,900
Kerala,chakkulathukavu-temple,"Chakkulathukavu Temple",spiritual,4.6,900
Kerala,mithranandapuram-vamanamoorthy-temple,"Mithranandapuram Vamanamoorthy Temple",spiritual,4.4,900
Kerala,neelamperoor-palli-bhagavathi-temple,"Neelamperoor Palli Bhagavathi Temple",spiritual,4.4,900
Kerala,sree-andalurkavu,"Sree Andalurkavu",spiritual,4.2,900
Kerala,thanikkudam-bhagavathi-temple,"Thanikkudam Bhagavathi Temple",spiritual,4.7,900
Kerala,karppillikkavu-sree-mahadeva-temple,"Karppillikkavu Sree Mahadeva Temple",spiritual,4.7,900
Kerala,kulathupuzha-sastha-temple,"Kulathupuzha Sastha Temple",spiritual,4.7,900
Kerala,achankovil-sastha-temple,"Achankovil Sastha Temple",spiritual,4.7,900
Kerala,pokkunny-siva-temple,"Pokkunny Siva Temple",spiritual,4.7,900
Kerala,parassala-mahadeva-temple,"Parassala Mahadeva Temple",spiritual,4.8,900
Kerala,vadeshwaram-temple,"Vadeshwaram Temple",spiritual,4.4,900
